_id	AnnoS	AteneoCOD	AteneoNOME	ClasseNUMERO	CorsoNOME	SedeC	SedeP	Sesso	Lau
7155	2019	101	Torino	L-10	Culture e Letterature del Mondo Moderno	TORINO	1	F	51
7156	2018	9201	Cagliari	LM-77	Economia Manageriale	CAGLIARI	92	M	51
7157	2019	1001	Genova	LM-33	Ingegneria Meccanica - Progettazione e Produzione	GENOVA	10	M	51
7158	2021	8001	Reggio Calabria	L-33	Scienze Economiche	REGGIO DI CALABRIA	80	M	51
7159	2021	7801	Calabria	LM-85	Scienze Pedagogiche	RENDE	78	F	51
7160	2021	7901	Catanzaro	L-40	Sociologia	CATANZARO	79	F	51
7161	2021	8201	Palermo	L-36	Scienze Politiche e delle Relazioni Internazionali	PALERMO	82	M	51
7162	2021	8201	Palermo	L-39	Servizio Sociale	PALERMO	82	F	51
7163	2021	8701	Catania	L-39	Sociologia e Servizio Sociale	CATANIA	87	F	51
7164	2021	8701	Catania	L-16	Scienze dell'Amministrazione e dell'Organizzazione	CATANIA	87	F	51
7165	2021	8701	Catania	L-08	Ingegneria Elettronica	CATANIA	87	M	51
7166	2021	6901	Chieti e Pescara	L-18	Economia Aziendale	PESCARA	68	M	51
7167	2021	7001	Molise	LM-67	Scienze e Tecniche delle Attività Motorie Preventive e Adattate	CAMPOBASSO	70	M	51
7168	2021	7501	Salento	L-36	Scienze Politiche e delle Relazioni Internazionali	LECCE	75	F	51
7169	2021	7501	Salento	LM-51	Metodologia dell'Intervento Psicologico	LECCE	75	F	51
7170	2021	6501	Salerno	LM-59	Corporate Communication e Media	FISCIANO	65	F	51
7171	2021	6501	Salerno	L-09	Ingegneria Gestionale	FISCIANO	65	F	51
7172	2021	6306	Napoli Vanvitelli	LM-61	Scienze degli Alimenti e della Nutrizione Umana	CASERTA	61	F	51
7173	2021	6301	Napoli Federico II	L-24	Corso di Laurea in Scienze e Tecniche Psicologiche	NAPOLI	63	M	51
7174	2021	3701	Bologna	L-24	Scienze e Tecniche Psicologiche	CESENA	40	M	51
7175	2021	3701	Bologna	LM-77	Economia e Commercio	FORLI'	40	F	51
7176	2021	3701	Bologna	LM-42	Medicina Veterinaria	OZZANO DELL'EMILIA	37	F	51
7177	2021	5001	Pisa	L-18	Economia e Legislazione dei Sistemi Logistici	LIVORNO	49	M	51
7178	2021	5001	Pisa	LM-13	Farmacia	PISA	50	F	51
7179	2021	4801	Firenze	L-17	Scienze dell'Architettura	FIRENZE	48	F	51
7180	2021	4301	Macerata	L-10	Lettere	MACERATA	43	F	51
7181	2021	4201	Marche	LM-06	Biologia Molecolare e Applicata	ANCONA	42	F	51
7182	2021	5802	Roma Tor Vergata	L-09	Ingegneria Gestionale	ROMA	58	F	51
7183	2021	5802	Roma Tor Vergata	L/SNT2	Logopedia (Abilitante alla Professione Sanitaria di Logopedista)	ROMA	58	F	51
7184	2021	5801	Roma La Sapienza	L-32	Scienze Naturali	ROMA	58	F	51
7185	2021	5601	Tuscia	L-18	Economia Aziendale	VITERBO	56	M	51
7186	2021	5401	Perugia	L-08	Ingegneria Informatica ed Elettronica	PERUGIA	54	M	51
7187	2021	5401	Perugia	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	TERNI	55	F	51
7188	2020	6301	Napoli Federico II	L-16	Scienze dell'Amministrazione e dell'Organizzazione	NAPOLI	63	F	51
7189	2020	6201	Sannio	L-18	Economia Aziendale	BENEVENTO	62	M	51
7190	2020	5808	Roma Biomedico	LM-21	Ingegneria Biomedica	ROMA	58	F	51
7191	2020	5808	Roma Biomedico	LM-41	Medicina e Chirurgia	ROMA	58	M	51
7192	2020	5813	Roma UNINETTUNO - telematica	L-18	Economia e Gestione delle Imprese	ROMA	58	M	51
7193	2020	5817	Roma Link Campus	L-18	International Business Administration - Economia Aziendale Internazionale	ROMA	58	M	51
7194	2020	6001	Cassino	L-18	Economia Aziendale	CASSINO	60	M	51
7195	2020	6901	Chieti e Pescara	L-33	Economia e Commercio 	PESCARA	68	M	51
7196	2020	6901	Chieti e Pescara	L-14	Servizi Giuridici per l'Impresa	PESCARA	68	F	51
7197	2020	6501	Salerno	L-36	Scienze Politiche e delle Relazioni Internazionali	FISCIANO	65	F	51
7198	2020	6501	Salerno	L-18	Economia Aziendale	FISCIANO	65	F	51
7199	2020	6302	Napoli Parthenope	LM-77	Marketing e Management Internazionale	NAPOLI	63	F	51
7200	2020	7201	Bari	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	TARANTO	73	F	51
7201	2020	7201	Bari	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	TRICASE	75	F	51
7202	2020	7801	Calabria	LM-31	Ingegneria Gestionale	RENDE	78	M	51
7203	2020	7501	Salento	LM-77	Management Aziendale	LECCE	75	M	51
7204	2020	8701	Catania	L-39	Sociologia e Servizio Sociale	CATANIA	87	F	51
7205	2020	8201	Palermo	LM-77	Scienze Economico-Aziendali	PALERMO	82	F	51
7206	2020	8201	Palermo	LM-51	Psicologia del Ciclo di Vita	PALERMO	82	F	51
7207	2020	8201	Palermo	LM-38	Lingue Moderne e Traduzione per le Relazioni Internazionali	PALERMO	82	F	51
7208	2021	101	Torino	LM-77	Business Administration	TORINO	1	F	51
7209	2021	101	Torino	LM-59	Comunicazione Pubblica e Politica	TORINO	1	F	51
7210	2021	201	Piemonte Orientale	L-02	Biotecnologie	NOVARA	3	M	51
7211	2021	101	Torino	L-27	Chimica e Tecnologie Chimiche	TORINO	1	M	51
7212	2021	1502	Milano Politecnico	LM-30	Energy Engineering - Ingegneria Energetica	MILANO	15	F	51
7213	2021	1503	Milano Bocconi	L-36	International Politics And Government	MILANO	15	F	51
7214	2021	1501	Milano	L-37	Scienze Sociali per la Globalizzazione	MILANO	15	F	51
7215	2021	1701	Brescia	L-09	Ingegneria dell'Automazione Industriale	BRESCIA	17	M	51
7216	2021	1801	Pavia	LM-13	Farmacia	PAVIA	18	M	51
7217	2021	2301	Verona	LM-37	Comparative European And Non-European Languages And Literatures	VERONA	23	F	51
7218	2021	2801	Padova	L-41	Statistica per l'Economia e l'Impresa	PADOVA	28	M	51
7219	2021	2801	Padova	LM-77	Business Administration	PADOVA	28	M	50
7220	2021	2801	Padova	LM-54	Chimica	PADOVA	28	M	50
7221	2021	2301	Verona	L-33	Economia e Commercio	VERONA	23	F	50
7222	2021	1701	Brescia	L-18	Banca e Finanza	BRESCIA	17	M	50
7223	2021	2201	Trento	L-01	Beni Culturali	TRENTO	22	F	50
7224	2021	1501	Milano	L-27	Chimica	MILANO	15	M	50
7225	2021	1503	Milano Bocconi	L-36	International Politics And Government	MILANO	15	M	50
7226	2021	1501	Milano	L/SNT2	Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista)	MILANO	15	M	50
7227	2021	1001	Genova	L-12	Teorie e Tecniche della Mediazione Interlinguistica	GENOVA	10	F	50
7228	2021	101	Torino	L-03	Dams (Discipline delle Arti, della Musica e dello Spettacolo)	TORINO	1	M	50
7229	2020	9201	Cagliari	L-20	Lingue e Comunicazione	CAGLIARI	92	F	50
7230	2021	102	Torino Politecnico	LM-33	Ingegneria della Produzione Industriale e dell'Innovazione Tecnologica	TORINO	1	M	50
7231	2021	102	Torino Politecnico	LM-28	Ingegneria Elettrica	TORINO	1	M	50
7232	2021	101	Torino	LM-42	Medicina Veterinaria	GRUGLIASCO	1	F	50
7233	2021	101	Torino	LM-70	Scienze e Tecnologie Alimentari	CUNEO	4	F	50
7234	2021	101	Torino	LM-87	Politiche e Servizi Sociali	TORINO	1	F	50
7235	2020	8301	Messina	L-18	Economia Aziendale	MESSINA	83	M	50
7236	2020	8201	Palermo	L-33	Economia e Finanza	PALERMO	82	F	50
7237	2020	8301	Messina	LM-67	Scienze e Tecniche delle Attività Motorie Preventive e Adattate	MESSINA	83	M	50
7238	2020	7801	Calabria	L-07	Ingegneria Civile	RENDE	78	M	50
7239	2020	7201	Bari	L-12	Lingue e Culture per il Turismo e la Mediazione Internazionale	BARI	72	F	50
7240	2020	7101	Foggia	L-22	Scienze delle Attivita' Motorie e Sportive	FOGGIA	71	M	50
7241	2020	7202	Bari Politecnico	L-07	Ingegneria Civile e Ambientale	BARI	72	M	50
7242	2020	6304	Napoli Benincasa	L-01	Scienze dei Beni Culturali. Turismo, Arte, Archeologia	NAPOLI	63	F	50
7243	2020	6304	Napoli Benincasa	LMG/01	Giurisprudenza	NAPOLI	63	F	50
7244	2020	6306	Napoli Vanvitelli	LM-04cu	Architettura	AVERSA	61	M	50
7245	2020	6306	Napoli Vanvitelli	LM-56	Economia, Finanza e Mercati	CAPUA	61	F	50
7246	2020	6501	Salerno	LM-57	Educatori Professionali ed Esperti della Formazione Continua	FISCIANO	65	F	50
7247	2020	6601	L'Aquila	L-18	Economia e Amministrazione delle Imprese	L'AQUILA	66	F	50
7248	2020	6301	Napoli Federico II	LM-22	Ingegneria Chimica	NAPOLI	63	F	50
7249	2020	6301	Napoli Federico II	LM-22	Ingegneria Chimica	NAPOLI	63	M	50
7250	2021	5401	Perugia	LM-77	Economia e Management Internazionale	PERUGIA	54	M	50
7251	2021	5601	Tuscia	LM-14	Filologia Moderna	VITERBO	56	F	50
7252	2021	5801	Roma La Sapienza	LM-41	Medicina e Chirurgia 'D'	ROMA	58	M	50
7253	2021	5803	Roma LUMSA	LMG/01	Giurisprudenza	PALERMO	82	M	50
7254	2021	5808	Roma Biomedico	L-09	Ingegneria Industriale	ROMA	58	F	50
7255	2021	5812	Roma Europea	LM-85 bis	Scienze della Formazione Primaria	ROMA	58	F	50
7256	2021	4101	Urbino	L-02	Biotecnologie	FANO	41	F	50
7257	2021	5001	Pisa	LM-13	Chimica e Tecnologia Farmaceutiche	PISA	50	F	50
7258	2021	3701	Bologna	L-33	Economia del Turismo	RIMINI	99	M	50
7259	2021	3701	Bologna	LM-32	Ingegneria e Scienze Informatiche	CESENA	40	M	50
7260	2021	3601	Modena e Reggio Emilia	LM-59	Pubblicita', Comunicazione Digitale e Creativita' d'Impresa	REGGIO NELL'EMILIA	35	F	50
7261	2021	3601	Modena e Reggio Emilia	LM-33	Ingegneria del Veicolo Ad Alte Prestazioni	MODENA	36	M	50
7262	2021	3601	Modena e Reggio Emilia	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	REGGIO NELL'EMILIA	35	F	50
7263	2021	6301	Napoli Federico II	LM/DS	Gestione dei Sistemi Aerospaziali per la Difesa	NAPOLI	63	M	50
7264	2021	6501	Salerno	L-36	Scienze Politiche e delle Relazioni Internazionali	FISCIANO	65	M	50
7265	2021	7501	Salento	L-15	Manager del Turismo	LECCE	75	F	50
7266	2021	7001	Molise	L-18	Economia Aziendale	CAMPOBASSO	70	F	50
7267	2021	8701	Catania	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	CATANIA	87	M	50
7268	2021	8301	Messina	L-10	Lettere	MESSINA	83	F	50
7269	2021	7801	Calabria	LM-77	Economia Aziendale e Management	RENDE	78	M	50
7270	2021	8001	Reggio Calabria	LM-04cu	Architettura	REGGIO DI CALABRIA	80	M	50
7271	2021	8201	Palermo	L-01	Beni Culturali: Conoscenza, Gestione, Valorizzazione	PALERMO	82	F	50
7272	2021	7801	Calabria	LM-13	Farmacia	RENDE	78	F	50
7273	2021	7801	Calabria	LM-31	Ingegneria Gestionale	RENDE	78	F	50
7274	2019	1201	Castellanza LIUC	LM-31	Ingegneria Gestionale per la Produzione Industriale	CASTELLANZA	12	M	50
7275	2019	701	Aosta	L-24	Scienze e Tecniche Psicologiche	AOSTA	7	F	50
7276	2019	1001	Genova	L-08	Ingegneria Biomedica	GENOVA	10	F	50
7277	2018	9201	Cagliari	LM-85 bis	Scienze della Formazione Primaria	CAGLIARI	92	F	50
7278	2018	9201	Cagliari	L-20	Lingue e Comunicazione	CAGLIARI	92	F	50
7279	2019	101	Torino	L-24	Scienze e Tecniche Psicologiche	TORINO	1	M	50
7280	2019	101	Torino	L-27	Chimica e Tecnologie Chimiche	TORINO	1	M	50
7281	2019	2801	Padova	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	ROVIGO	29	F	50
7282	2019	2801	Padova	LM-31	Ingegneria Gestionale	VICENZA	24	F	50
7283	2019	2201	Trento	L-10	Studi Storici e Filologico-Letterari	TRENTO	22	F	50
7284	2019	1502	Milano Politecnico	LM-04	Sustainable Architecture And Landscape Design - Architettura Sostenibile e Progetto del Paesaggio	PIACENZA	33	M	50
7285	2019	1701	Brescia	LM-77	Management	BRESCIA	17	M	50
7286	2018	6301	Napoli Federico II	L-05	Corso di Laurea in Filosofia	NAPOLI	63	F	50
7287	2018	5810	Roma Marconi - telematica	LM-38	Lingue Moderne per la Comunicazione Internazionale	ROMA	58	F	50
7288	2018	5811	Roma UNITELMA - telematica	LM-63	Management delle Organizzazioni Pubbliche e Sanitarie	ROMA	58	M	50
7289	2018	6301	Napoli Federico II	DS1	Corso di Laurea in Scienze Aeronautiche	NAPOLI	63	M	50
7290	2018	7501	Salento	L-20	Scienze della Comunicazione	LECCE	75	F	50
7291	2018	7201	Bari	LM-85 bis	Scienze della Formazione Primaria	BARI	72	F	50
7292	2018	7201	Bari	LM-94	Traduzione Specialistica	BARI	72	F	50
7293	2018	8701	Catania	L-40	Sociologia e Servizio Sociale	CATANIA	87	F	50
7294	2018	8701	Catania	L-25	Scienze e Tecnologie Agrarie	CATANIA	87	F	50
7295	2018	8201	Palermo	LM-31	Ingegneria Gestionale	PALERMO	82	M	50
7296	2018	2801	Padova	LM-13	Chimica e Tecnologia Farmaceutiche	PADOVA	28	F	50
7297	2018	2801	Padova	L-05	Filosofia	PADOVA	28	F	50
7298	2018	2801	Padova	L-26	Scienze e Tecnologie Alimentari	LEGNARO	28	F	50
7299	2018	2801	Padova	L-24	Scienze e Tecniche Psicologiche	PADOVA	28	F	50
7300	2018	2301	Verona	L-33	Economia e Commercio	VICENZA	24	F	50
7301	2018	2201	Trento	LM-77	Management	TRENTO	22	M	50
7302	2018	2301	Verona	L-12	Lingue e Culture per il Turismo e il Commercio Internazionale	VERONA	23	M	50
7303	2018	1801	Pavia	L-10	Lettere	PAVIA	18	F	50
7304	2018	1505	Milano IULM	LM-59	Marketing, Consumi e Comunicazione	MILANO	15	M	50
7305	2018	1509	Milano Bicocca	L-41	Scienze Statistiche ed Economiche	MILANO	15	M	50
7306	2018	1001	Genova	L-07	Ingegneria Civile e Ambientale	GENOVA	10	M	50
7307	2018	1001	Genova	L-08	Ingegneria Informatica	GENOVA	10	M	50
7308	2018	401	Bra Scienze Gastronomiche	L-26	Scienze Gastronomiche	BRA	4	F	50
7309	2018	101	Torino	L-12	Scienze della Mediazione Linguistica	TORINO	1	M	50
7310	2018	1501	Milano	LM-59	Comunicazione Pubblica e d'Impresa	MILANO	15	M	50
7311	2018	1301	Novedrate e-Campus - telematica	L-10	Letteratura, Musica e Spettacolo	NOVEDRATE	13	F	50
7312	2018	1301	Novedrate e-Campus - telematica	LM-85	Scienze Pedagogiche	NOVEDRATE	13	F	50
7313	2018	1001	Genova	LM-77	Amministrazione, Finanza e Controllo	GENOVA	10	F	50
7314	2018	1001	Genova	LM-85	Pedagogia, Progettazione e Ricerca Educativa	GENOVA	10	F	50
7315	2018	1502	Milano Politecnico	LM-24	Management Of Built Environment - Gestione del Costruito	MILANO	15	F	50
7316	2018	1502	Milano Politecnico	LM-23	Ingegneria Civile-Civil Engineering	MILANO	15	F	50
7317	2018	1502	Milano Politecnico	LM-22	Chemical Engineering - Ingegneria Chimica	MILANO	15	F	50
7318	2018	3601	Modena e Reggio Emilia	LM-77	International Management - Management Internazionale	MODENA	36	F	50
7319	2018	3701	Bologna	LM-77	Amministrazione e Gestione d'Impresa	RIMINI	99	M	50
7320	2018	4801	Firenze	LM-06	Biologia	FIRENZE	48	F	50
7321	2018	4801	Firenze	LM-89	Storia dell'Arte	FIRENZE	48	F	50
7322	2018	4801	Firenze	L-04	Disegno Industriale	FIRENZE	48	M	50
7323	2018	4201	Marche	L-07	Ingegneria Civile e Ambientale	ANCONA	42	M	50
7324	2018	5807	Roma Tre	LM-04	Architettura - Progettazione Architettonica	ROMA	58	M	50
7325	2018	5805	Roma LUISS	L-33	Economics And Business	ROMA	58	F	50
7326	2018	5801	Roma La Sapienza	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	ISERNIA	94	F	50
7327	2018	5601	Tuscia	L-36	Scienze Politiche e delle Relazioni Internazionali	VITERBO	56	F	50
7328	2018	5401	Perugia	L-24	Scienze e Tecniche Psicologiche dei Processi Mentali	PERUGIA	54	F	50
7329	2019	7101	Foggia	L-10	Lettere e Beni Culturali	FOGGIA	71	F	50
7330	2019	6901	Chieti e Pescara	LM-77	Economia Aziendale	PESCARA	68	M	50
7331	2019	7202	Bari Politecnico	L-04	Disegno Industriale	BARI	72	F	50
7332	2019	7202	Bari Politecnico	L-09	Ingegneria Meccanica	BARI	72	F	50
7333	2019	7202	Bari Politecnico	LM-04cu	Architettura	BARI	72	F	50
7334	2019	8003	Reggio Calabria - Dante Alighieri	L-39	Operatori Pluridisciplinari e Interculturali d'Area Mediterranea	REGGIO DI CALABRIA	80	F	50
7335	2019	8301	Messina	L-13	Scienze Biologiche	MESSINA	83	F	50
7336	2019	5807	Roma Tre	LM-77	Economia Aziendale	ROMA	58	M	50
7337	2019	5807	Roma Tre	LM-57	Scienze Pedagogiche e Scienze dell'Educazione degli Adulti e della Formazione Continua	ROMA	58	F	50
7338	2019	6001	Cassino	LM-85	Scienze Pedagogiche	CASSINO	60	F	50
7339	2019	6301	Napoli Federico II	LM-29	Ingegneria Elettronica	NAPOLI	63	M	50
7340	2019	6301	Napoli Federico II	L-24	Corso di Laurea in Scienze e Tecniche Psicologiche	NAPOLI	63	M	50
7341	2019	6301	Napoli Federico II	L-07	Ingegneria Civile	NAPOLI	63	M	50
7342	2019	6304	Napoli Benincasa	LMG/01	Giurisprudenza	NAPOLI	63	F	50
7343	2019	6901	Chieti e Pescara	L-22	Scienze delle Attività Motorie e Sportive	CHIETI	69	M	50
7344	2019	5801	Roma La Sapienza	L-32	Scienze Naturali	ROMA	58	F	50
7345	2019	5801	Roma La Sapienza	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	RIETI	57	F	50
7346	2019	5801	Roma La Sapienza	LM-41	"Medicina e Chirurgia ""A"""	ROMA	58	F	50
7347	2019	5802	Roma Tor Vergata	L-11	Lingue nella Società dell'Informazione	ROMA	58	F	50
7348	2019	5201	Siena	L-01	Scienze Storiche e del Patrimonio Culturale	SIENA	52	F	50
7349	2019	5401	Perugia	L-09	Ingegneria Meccanica	PERUGIA	54	M	50
7350	2019	5401	Perugia	L-25	Scienze Agrarie e Ambientali	PERUGIA	54	M	50
7351	2019	5001	Pisa	L-35	Matematica	PISA	50	M	50
7352	2019	3701	Bologna	LM-35	Ingegneria per l'Ambiente e il Territorio	BOLOGNA	37	M	50
7353	2019	4301	Macerata	LM-38	Lingue Moderne per la Comunicazione e la Cooperazione Internazionale	MACERATA	43	F	50
7354	2019	4801	Firenze	L-07	Ingegneria Civile, Edile e Ambientale	FIRENZE	48	M	50
7355	2019	3201	Trieste	L-08	Ingegneria Elettronica e Informatica	TRIESTE	32	M	50
7356	2019	3001	Udine	LM-37	Lingue e Letterature Europee ed Extraeuropee	UDINE	30	F	50
7357	2020	102	Torino Politecnico	LM-04	Architettura Costruzione Città	TORINO	1	F	50
7358	2020	1301	Novedrate e-Campus - telematica	LM-33	Ingegneria Industriale	NOVEDRATE	13	M	50
7359	2020	101	Torino	L-15	Lingue e Culture per il Turismo	TORINO	1	M	50
7360	2020	101	Torino	L-32	Scienze Naturali	TORINO	1	M	50
7361	2019	8701	Catania	L-16	Scienze dell'Amministrazione e dell'Organizzazione	CATANIA	87	F	50
7362	2019	9001	Sassari	L-18	Economia e Management	SASSARI	90	F	50
7363	2020	1501	Milano	LM-70	Scienze e Tecnologie Alimentari	MILANO	15	F	50
7364	2020	1502	Milano Politecnico	LM-12	Integrated Product Design	MILANO	15	M	50
7365	2020	1504	Milano Cattolica	L-20	Linguaggi dei Media	MILANO	15	M	50
7366	2020	1504	Milano Cattolica	L-33	Economia delle Imprese e dei Mercati	MILANO	15	F	50
7367	2020	1504	Milano Cattolica	LM-77	Food Marketing e Strategie Commerciali	PIACENZA	33	M	50
7368	2020	1505	Milano IULM	L-15	Turismo, Management e Territorio	MILANO	15	F	50
7369	2020	1801	Pavia	L-18	Amministrazione, Controllo e Finanza Aziendale	PAVIA	18	M	50
7370	2020	5803	Roma LUMSA	LM-87	Programmazione e Gestione delle Politiche e dei Servizi Sociali	ROMA	58	F	50
7371	2020	5803	Roma LUMSA	L-33	Economia e Commercio	PALERMO	82	M	50
7372	2020	5803	Roma LUMSA	LMG/01	Giurisprudenza	ROMA	58	M	50
7373	2020	5801	Roma La Sapienza	LM-81	Scienze dello Sviluppo e della Cooperazione Internazionale	ROMA	58	M	50
7374	2020	3401	Parma	LM-31	Ingegneria Gestionale	PARMA	34	M	50
7375	2020	3601	Modena e Reggio Emilia	LM-77	Direzione e Consulenza di Impresa	MODENA	36	M	50
7376	2020	3601	Modena e Reggio Emilia	LM-37	Lingue, Culture, Comunicazione	MODENA	36	F	50
7377	2020	3601	Modena e Reggio Emilia	LM-59	Pubblicita', Comunicazione Digitale e Creativita' d'Impresa	REGGIO NELL'EMILIA	35	F	50
7378	2020	2801	Padova	LM-31	Ingegneria Gestionale	VICENZA	24	F	50
7379	2020	3201	Trieste	L-30	Fisica	TRIESTE	32	M	50
7380	2020	3001	Udine	LM-94	Traduzione e Mediazione Culturale	UDINE	30	F	50
7381	2020	4301	Macerata	L-12	Discipline della Mediazione Linguistica	MACERATA	43	M	50
7382	2020	4201	Marche	L-09	Ingegneria Gestionale	FERMO	109	M	50
7383	2020	3701	Bologna	LM-22	Ingegneria Chimica e di Processo	BOLOGNA	37	M	50
7384	2020	3701	Bologna	L-09	Ingegneria Chimica e Biochimica	BOLOGNA	37	M	50
7385	2020	3701	Bologna	L-09	Ingegneria Aerospaziale	FORLI'	40	M	50
7386	2020	3701	Bologna	LM-77	Economia e Management	FORLI'	40	M	50
7387	2020	3701	Bologna	LM-77	Direzione Aziendale	BOLOGNA	37	F	50
7388	2020	3701	Bologna	LM-69	Scienze e Tecnologie Agrarie	BOLOGNA	37	F	49
7389	2020	3701	Bologna	L-18	Management e Marketing	BOLOGNA	37	F	49
7390	2020	3701	Bologna	L-35	Matematica	BOLOGNA	37	F	49
7391	2020	3701	Bologna	L-35	Matematica	BOLOGNA	37	M	49
7392	2020	3701	Bologna	L-31	Ingegneria e Scienze Informatiche	CESENA	40	M	49
7393	2020	3701	Bologna	L-27	Chimica Industriale	BOLOGNA	37	M	49
7394	2020	4201	Marche	L-13	Scienze Biologiche	ANCONA	42	M	49
7395	2020	3001	Udine	LMG/01	Giurisprudenza	UDINE	30	F	49
7396	2020	5805	Roma LUISS	LM-77	Amministrazione, Finanza e Controllo	ROMA	58	F	49
7397	2020	5805	Roma LUISS	LM-62	Governo e Politiche	ROMA	58	M	49
7398	2020	5801	Roma La Sapienza	LM-17	Fisica	ROMA	58	F	49
7399	2020	5801	Roma La Sapienza	L-09	Ingegneria Aerospaziale	ROMA	58	F	49
7400	2020	5201	Siena	L-39	Scienze del Servizio Sociale	SIENA	52	F	49
7401	2020	5201	Siena	LM-52	Scienze Internazionali	SIENA	52	F	49
7402	2020	4801	Firenze	L-11	Lingue, Letterature e Studi Interculturali	FIRENZE	48	M	49
7403	2020	4801	Firenze	L-31	Informatica	FIRENZE	48	M	49
7404	2020	1701	Brescia	L-09	Ingegneria dell'Automazione Industriale	BRESCIA	17	M	49
7405	2020	2201	Trento	L-36	Studi Internazionali	TRENTO	22	M	49
7406	2020	2702	Venezia Iuav	LM-04	Architettura e Innovazione	VENEZIA	27	F	49
7407	2020	2301	Verona	L-18	Economia Aziendale	VICENZA	24	F	49
7408	2020	2301	Verona	L-20	Scienze della Comunicazione	VERONA	23	M	49
7409	2020	2301	Verona	LM-77	Economia e Legislazione d'Impresa	VERONA	23	F	49
7410	2020	2701	Venezia Cà Foscari	LM-89	Storia delle Arti e Conservazione dei Beni Artistici	VENEZIA	27	F	49
7411	2020	2701	Venezia Cà Foscari	L-18	Economia Aziendale - Economics And Management	VENEZIA	27	M	49
7412	2020	1504	Milano Cattolica	LM-85	Scienze Pedagogiche e Servizi alla Persona	MILANO	15	F	49
7413	2020	1504	Milano Cattolica	L-40	Sociologia	MILANO	15	F	49
7414	2020	1502	Milano Politecnico	LM-44	Mathematical Engineering - Ingegneria Matematica	MILANO	15	F	49
7415	2020	1502	Milano Politecnico	LM-04	Sustainable Architecture And Landscape Design - Architettura Sostenibile e Progetto del Paesaggio	PIACENZA	33	F	49
7416	2020	1502	Milano Politecnico	L-09	Ingegneria Meccanica	PIACENZA	33	M	49
7417	2020	1501	Milano	L-06	Scienze Umane dell'Ambiente, del Territorio e del Paesaggio	MILANO	15	F	49
7418	2020	1301	Novedrate e-Campus - telematica	L-20	Scienze della Comunicazione	NOVEDRATE	13	M	49
7419	2020	201	Piemonte Orientale	L-02	Biotecnologie	NOVARA	3	M	49
7420	2020	101	Torino	LM-87	Politiche e Servizi Sociali	TORINO	1	F	49
7421	2020	1001	Genova	L-01	Conservazione dei Beni Culturali	GENOVA	10	F	49
7422	2019	3001	Udine	L-01	Conservazione dei Beni Culturali	UDINE	30	F	49
7423	2019	3401	Parma	L-18	Sistema Alimentare: Sostenibilita', Management e Tecnologie - Food System: Management, Sustainability And Technologies	PARMA	34	M	49
7424	2019	3201	Trieste	LMG/01	Giurisprudenza	TRIESTE	32	M	49
